Date,Adj_Close,Volume
2016-06-06,124.99630233354013,6995916.0
2016-06-07,125.02473212178884,4423983.0
2016-06-08,126.03872790265986,3883726.0
2016-06-09,126.13349386348892,3811169.0
2016-06-10,124.27608103123919,3828593.0
2016-06-13,123.11993630912457,3645024.0
2016-06-14,123.66957888193318,3716959.0
2016-06-15,123.34737461511433,3324652.0
2016-06-16,122.59872352456472,4066106.0
2016-06-17,123.0251703482955,6739624.0
2016-06-20,125.80181300058719,4331887.0
2016-06-21,124.63619168238966,2841040.0
2016-06-22,124.87310658446233,2640944.0
2016-06-23,126.55994068721974,4113696.0
2016-06-24,119.89789364093627,9706240.0
2016-06-27,116.27783393726591,6251280.0
2016-06-28,117.4055488711318,4437983.0
2016-06-29,120.3432936568329,4916718.0
2016-06-30,123.07255332871004,4110845.0
2016-07-01,122.90197459921772,3247885.0
2016-07-05,120.32434046466709,4828971.0
2016-07-06,120.31486386858417,3981574.0
2016-07-07,120.51387238632522,3050067.0
2016-07-08,123.281038442534,3597822.0
2016-07-11,125.1289746787008,3929575.0
2016-07-12,123.96335336050328,4317968.0
2016-07-13,123.29999163469982,3061397.0
2016-07-14,124.6646214706384,3979813.0
2016-07-15,125.46065554160253,2940790.0
2016-07-18,126.44622153422486,3338398.0
2016-07-19,127.61184285242238,3390031.0
2016-07-20,127.66870242891981,2669691.0
2016-07-21,126.54098749505391,2853331.0
2016-07-22,126.48412791855648,4844935.0
2016-07-25,125.98186832616241,3078497.0
2016-07-26,127.79189817799761,4666760.0
2016-07-27,128.84380034320026,5657810.0
2016-07-28,126.04820449874276,5142388.0
2016-07-29,126.6641832441317,3559058.0
2016-08-01,126.2377364204009,3067127.0
2016-08-02,124.7120044510529,3156760.0
2016-08-03,124.9678725452914,2359275.0
2016-08-04,124.34241720381955,3009006.0
2016-08-05,124.83520020013069,3120136.0
2016-08-08,125.2711236199444,2443769.0
2016-08-09,125.67861725150941,3013939.0
2016-08-10,126.38936195772742,2642249.0
2016-08-11,127.07729921664459,2275674.0
2016-08-12,127.17284605816086,2522523.0
2016-08-15,128.66337678581473,2812634.0
2016-08-16,128.9882360469701,2759206.0
2016-08-17,128.7207048907245,2854630.0
2016-08-18,128.9882360469701,2030826.0
2016-08-19,128.45317373447892,1922645.0
2016-08-22,128.97868136281846,2520722.0
2016-08-23,128.1665332099301,3481863.0
2016-08-24,127.35438505704178,2133381.0
2016-08-25,127.05818984834133,1921322.0
2016-08-26,126.34158853696927,1973740.0
2016-08-29,126.98175237512832,2380035.0
2016-08-30,124.98482338743818,3437290.0
2016-08-31,123.68538634281684,3639176.0
2016-09-01,124.1153471296401,2807237.0
2016-09-02,125.31923733274515,2631047.0
2016-09-06,127.06774453249297,4151796.0
2016-09-07,126.73333058718599,2198386.0
2016-09-08,126.98175237512832,2618307.0
2016-09-09,122.80635540086713,4892944.0
2016-09-12,124.3255501809759,6381112.0
2016-09-13,123.02611313635455,4552399.0
2016-09-14,121.98465256382718,3955392.0
2016-09-15,122.08019940534345,3476584.0
2016-09-16,121.05784820111933,8035566.0
2016-09-19,121.80311356494626,3168098.0
2016-09-20,122.09930877364671,2639279.0
2016-09-21,124.7459562836475,3227758.0
2016-09-22,125.9976199075107,3252392.0
2016-09-23,125.91162775014605,2330320.0
2016-09-26,124.75551096779913,2219885.0
2016-09-27,125.47211227917118,1939020.0
2016-09-28,126.34158853696927,1769529.0
2016-09-29,125.195026438774,2199245.0
2016-09-30,125.87340901353954,3117139.0
2016-10-03,126.48490879924368,2435765.0
2016-10-04,126.36069790527253,2829188.0
2016-10-05,128.66337678581473,3137532.0
2016-10-06,128.43406436617568,3614860.0
2016-10-07,127.88944736953292,4299180.0
2016-10-10,129.79082951570678,3343271.0
2016-10-11,127.78434584386503,3606630.0
2016-10-12,127.23017416307063,2264188.0
2016-10-13,127.44037721440642,3544190.0
2016-10-14,127.55503342422597,2317429.0
2016-10-17,128.03276763180733,2435134.0
2016-10-18,129.08378288848635,2271047.0
2016-10-19,130.1156887768621,2265864.0
2016-10-20,129.79082951570678,2539711.0
2016-10-21,129.5901811485226,2205772.0
2016-10-24,131.32913366411879,3814097.0
2016-10-25,132.8292190759243,5206695.0
2016-10-26,139.05887314278536,13270976.0
2016-10-27,136.92817857697244,7857081.0
2016-10-28,136.6415380524236,4636040.0
2016-10-31,136.08736637162926,3075889.0
2016-11-01,136.06825700332598,3244997.0
2016-11-02,134.48217943415582,2781915.0
2016-11-03,133.78468749108706,2277503.0
2016-11-04,133.3260626518089,2951457.0
2016-11-07,136.6606474207269,3228202.0
2016-11-08,136.9090692086692,2822675.0
2016-11-09,139.69153903998463,5494382.0
2016-11-10,142.19479909583933,6507346.0
2016-11-11,142.99391672905452,3585163.0
2016-11-14,144.40922145294158,4490877.0
2016-11-15,142.5991718740928,3856601.0
2016-11-16,140.99130868437072,3553694.0
2016-11-17,139.9226091989866,3655624.0
2016-11-18,140.90465737474497,2214419.0
2016-11-21,141.54972823529218,2825906.0
2016-11-22,143.9567090582294,3770002.0
2016-11-23,144.16852337064788,3070099.0
2016-11-25,144.45736106940032,962387.0
2016-11-28,144.19740714052313,4728764.0
2016-11-29,145.99782879608014,3945317.0
2016-11-30,144.95801308057128,3990972.0
2016-12-01,146.7199230429613,2843930.0
2016-12-02,146.58513211687682,2105571.0
2016-12-05,146.4984808072511,2855946.0
2016-12-06,146.5755041935851,3476254.0
2016-12-07,148.40480961901736,2955753.0
2016-12-08,149.60830003048596,2928370.0
2016-12-09,150.66737159257838,2707872.0
2016-12-12,151.31244245312553,4247679.0
2016-12-13,150.8310462885381,5650374.0
2016-12-14,148.72253108764508,3640207.0
2016-12-15,148.04857645722268,2889324.0
2016-12-16,148.75141485752033,5885499.0
2016-12-19,150.36890597053414,3002737.0
2016-12-20,150.57109235966087,2270137.0
2016-12-21,151.6205359984615,2326366.0
2016-12-22,151.601280151878,3955251.0
2016-12-23,151.93825746708922,2135528.0
2016-12-27,151.6205359984615,1858139.0
2016-12-28,150.29188258420015,1810021.0
2016-12-29,149.89713772923844,1803955.0
2016-12-30,149.8875098059467,2028362.0
2017-01-03,151.1295119105823,3426113.0
2017-01-04,152.7181192537209,3189810.0
2017-01-05,152.80477056334664,2794384.0
2017-01-06,153.1802595717248,2426662.0
2017-01-09,152.4292815549684,2838600.0
2017-01-10,153.15137580184958,2988302.0
2017-01-11,153.4690972704773,2416487.0
2017-01-12,152.40039778509316,3020336.0
2017-01-13,152.9203056428476,2435391.0
2017-01-17,151.80346654100472,2758788.0
2017-01-18,152.4292815549684,2087283.0
2017-01-19,153.08398033880732,3143963.0
2017-01-20,153.59426027327004,3343475.0
2017-01-23,151.96714123696447,3929835.0
2017-01-24,154.57630844902843,3927536.0
2017-01-25,161.1329242107094,7480039.0
2017-01-26,162.8274387100572,5436834.0
2017-01-27,161.46027360262886,4883229.0
2017-01-30,159.40952594148635,5456015.0
2017-01-31,157.33952243376032,5350186.0
2017-02-01,157.86905821480653,3137956.0
2017-02-02,156.22268333191747,3791669.0
2017-02-03,156.35747425800196,2981662.0
2017-02-06,157.87868613809826,3110479.0
2017-02-07,160.304922807619,4243139.0
2017-02-08,159.08217654956687,3039106.0
2017-02-09,159.53861158392556,3451132.0
2017-02-10,161.4323314073286,2689719.0
2017-02-13,163.1803804750853,3765027.0
2017-02-14,163.63681550944398,2580278.0
2017-02-15,164.4137262062247,4033198.0
2017-02-16,165.88014514639838,3070147.0
2017-02-17,167.72530805125263,4982357.0
2017-02-21,170.49305240853403,4231619.0
2017-02-22,170.29882473433884,2832136.0
2017-02-23,171.75553229080273,3502645.0
2017-02-24,172.31879254596876,4197017.0
2017-02-27,174.25135790421086,2892459.0
2017-02-28,175.0282686009916,4785045.0
2017-03-01,178.602057806183,5461751.0
2017-03-02,177.70861050488517,4907000.0
2017-03-03,176.92198842439467,3940363.0
2017-03-06,175.70806546067476,4244029.0
2017-03-07,176.76660628503853,2451960.0
2017-03-08,176.49468754116526,2321738.0
2017-03-09,175.3584556471234,3100466.0
2017-03-10,173.5424268933984,4595371.0
2017-03-13,173.88232532324002,3499021.0
2017-03-14,173.5715610445277,2346666.0
2017-03-15,173.5521382771082,3569047.0
2017-03-16,173.04714632420072,3100744.0
2017-03-17,174.90202061276474,5037385.0
2017-03-20,174.2125123693718,2062211.0
2017-03-21,170.8815077569244,3239579.0
2017-03-22,171.87206889531984,2505738.0
2017-03-23,172.14398763919309,2006383.0
2017-03-24,170.74554838498776,2386769.0
2017-03-27,171.01746712886103,2750685.0
2017-03-28,172.2411014762907,2412559.0
2017-03-29,172.50330883645418,1640601.0
2017-03-30,172.84320726629576,1737221.0
2017-03-31,171.75553229080273,2032749.0
2017-04-03,171.5515932328978,2933653.0
2017-04-04,173.5424268933984,2326394.0
2017-04-05,171.96918273241744,2567212.0
2017-04-06,172.25081286000045,2343873.0
2017-04-07,173.68809764904483,2806779.0
2017-04-10,172.43532915048587,2309273.0
2017-04-11,173.41617890517156,2265743.0
2017-04-12,170.96891021031223,2922725.0
2017-04-13,170.5513207107926,2024086.0
2017-04-17,173.85319117211074,2450222.0
2017-04-18,172.71695927806888,2960165.0
2017-04-19,173.25108538210566,2124533.0
2017-04-20,174.125109915984,2335176.0
2017-04-21,175.173939356638,3146556.0
2017-04-24,176.80545181987756,3141913.0
2017-04-25,178.21360245779266,3735370.0
2017-04-26,176.46555339003598,4471593.0
2017-04-27,177.93197233020965,3129075.0
2017-04-28,179.49550510748088,2181592.0
2017-05-01,177.1259274822996,3516749.0
2017-05-02,178.14562277182435,1979787.0
2017-05-03,178.09706585327552,2983245.0
2017-05-04,177.78630157456325,2289326.0
2017-05-05,179.67031001425653,2636917.0
2017-05-08,180.65115976894225,1963569.0
2017-05-09,181.5154729191108,3003956.0
2017-05-10,179.27214328215643,7060056.0
2017-05-11,180.015929879462,2883815.0
2017-05-12,179.34064994243457,3479223.0
2017-05-15,178.49899668758874,3357465.0
2017-05-16,178.8023833259634,2156147.0
2017-05-17,174.9660103503872,2535741.0
2017-05-18,173.61545047633228,3118075.0
2017-05-19,176.90377016968333,4038909.0
2017-05-22,179.75168990410344,2945550.0
2017-05-23,179.57552992053107,2123758.0
