Date,Adj_Close,Volume
2016-06-06,95.07435021532777,4985735.0
2016-06-07,94.66048130874151,5608418.0
2016-06-08,94.3621107016677,5466157.0
2016-06-09,94.16961353581362,5379153.0
2016-06-10,93.68837062117844,7204388.0
2016-06-13,93.9097423619106,8766186.0
2016-06-14,94.70860560020503,6125297.0
2016-06-15,94.58348244239987,6662123.0
2016-06-16,94.68935588361961,7129263.0
2016-06-17,95.28609709776725,8959401.0
2016-06-20,95.83471402045136,8268636.0
2016-06-21,95.11284964849858,5201712.0
2016-06-22,95.08397507362048,4947349.0
2016-06-23,95.30534681435266,5825280.0
2016-06-24,92.12914357776042,15062765.0
2016-06-27,90.83941256653812,9485245.0
2016-06-28,92.44676390141964,7141694.0
2016-06-29,93.34187572264109,6563579.0
2016-06-30,94.1503638192282,7189489.0
2016-07-01,94.35248584337499,5681452.0
2016-07-05,93.99636608654494,5846196.0
2016-07-06,94.75672989166854,6222792.0
2016-07-07,95.40159539727969,5146032.0
2016-07-08,96.57460556322532,6045805.0
2016-07-11,96.92360032334138,5427829.0
2016-07-12,97.13687489896785,8507935.0
2016-07-13,96.82665733442023,5489574.0
2016-07-14,96.91390602444926,7459838.0
2016-07-15,96.74910294328335,5763595.0
2016-07-18,97.08840340450729,5050907.0
2016-07-19,96.42919107984363,5737015.0
2016-07-20,95.21740371832956,10633122.0
2016-07-21,95.0138234415952,7069552.0
2016-07-22,94.72299447483181,5381662.0
2016-07-25,94.41277691028422,4825496.0
2016-07-26,93.73417598783634,6274581.0
2016-07-27,93.38518122772028,6907268.0
2016-07-28,92.97802067425155,7713512.0
2016-07-29,93.01679786982001,8263651.0
2016-08-01,92.6193316152434,7131587.0
2016-08-02,92.10553377396143,7644091.0
2016-08-03,93.15251805430958,9065763.0
2016-08-04,92.25094825734311,10036881.0
2016-08-05,92.90046628311465,6528537.0
2016-08-08,92.82291189197775,7782135.0
2016-08-09,93.71478739005211,15548695.0
2016-08-10,94.86840895821351,27181275.0
2016-08-11,94.7811602681845,9233890.0
2016-08-12,93.87959047121802,9356523.0
2016-08-15,94.13164224241295,5299588.0
2016-08-16,93.91836766678647,5777756.0
2016-08-17,93.90867336789437,5697173.0
2016-08-18,93.6953987922679,5250741.0
2016-08-19,93.44334702107297,6362284.0
2016-08-22,92.93924347868311,5495336.0
