Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2016-06-06,114.97,116.0,114.9301,115.77,6349758.0,0.0,1.0,109.06064095295139,110.03769983945692,109.02279177861006,109.81952164149936,6349758.0
2016-06-07,116.01,116.23,115.45,115.73,6417404.0,0.0,1.0,110.04718584806376,110.25587803741446,109.51596936608018,109.78157760707198,6417404.0
2016-06-08,115.52,115.95,115.41,115.8,5863782.0,0.0,1.0,109.58237142632812,109.99026979642267,109.47802533165277,109.84797966731992,5863782.0
2016-06-09,115.78,117.19,115.61,117.0,7375064.0,0.0,1.0,109.82900765010622,111.16653486367203,109.66774550378977,110.98630070014188,7375064.0
2016-06-10,116.74,117.23,116.36,117.01,6067428.0,0.0,1.0,110.73966447636379,111.20447889809944,110.37919614930351,110.99578670874874,6067428.0
2016-06-13,117.13,117.64,116.79,116.79,7940793.0,0.0,1.0,111.10961881203093,111.59340525098027,110.78709451939805,110.78709451939805,7940793.0
2016-06-14,116.45,117.18,116.3,117.12,6376595.0,0.0,1.0,110.46457022676516,111.15704885506518,110.3222800976624,111.10013280342409,6376595.0
2016-06-15,117.64,117.74,116.335,116.41,6370379.0,0.0,1.0,111.59340525098027,111.68826533704876,110.35548112778638,110.42662619233775,6370379.0
2016-06-16,115.69,116.89,115.22,116.64,6664815.0,0.0,1.0,109.74363357264457,110.88195460546655,109.29779116812263,110.64480439029529,6664815.0
2016-06-17,116.62,116.67,115.01,115.48,10702199.0,0.0,1.0,110.62583237308161,110.67326241611585,109.0985849873788,109.54442739190073,10702199.0
2016-06-20,116.6,117.135,116.4297,116.54,5588202.0,0.0,1.0,110.6068603558679,111.11436181633437,110.44531362929324,110.54994430422681,5588202.0
2016-06-21,116.99,117.15,116.18,116.18,5491490.0,0.0,1.0,110.97681469153504,111.12859082924464,110.20844799438022,110.20844799438022,5491490.0
2016-06-22,116.54,117.21,116.3101,116.46,5833754.0,0.0,1.0,110.54994430422681,111.18550688088573,110.33186096635534,110.47405623537199,5833754.0
2016-06-23,117.2,117.38,116.68,117.38,6775873.0,0.0,1.0,111.17602087227888,111.34676902720217,110.6827484247227,111.34676902720217,6775873.0
